               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.072709,           0.0092299,            0.033717,             0.48743,             0.52563,             0.51957,              0.3687,            0.066123,            0.007357,            0.033907,           0.0021245,           0.0021245,           0.0021245
                 156,             0.07242,           0.0090918,            0.033275,             0.49051,             0.52334,             0.52069,             0.37007,            0.066112,            0.007367,            0.033879,           0.0020782,           0.0020782,           0.0020782
                 157,            0.072007,           0.0091321,            0.032886,             0.49274,             0.52142,             0.52097,             0.36992,            0.066102,           0.0073443,            0.033853,           0.0020327,           0.0020327,           0.0020327
                 158,            0.072392,           0.0090355,            0.033466,             0.49047,             0.52383,             0.52147,             0.37029,            0.066092,           0.0073589,            0.033827,           0.0019881,           0.0019881,           0.0019881
                 159,            0.072813,           0.0090735,            0.033414,             0.50998,             0.50766,             0.52251,             0.37088,            0.066084,           0.0073443,            0.033801,           0.0019443,           0.0019443,           0.0019443
                 160,            0.072698,           0.0091308,            0.033473,             0.51066,             0.50737,             0.52291,             0.37115,            0.066077,           0.0073763,            0.033778,           0.0019014,           0.0019014,           0.0019014
                 161,            0.072138,           0.0091138,            0.033199,              0.5207,               0.503,             0.52286,             0.37112,            0.066074,           0.0073561,            0.033751,           0.0018594,           0.0018594,           0.0018594
                 162,            0.071806,           0.0090222,            0.032777,             0.52108,             0.50298,             0.52443,             0.37174,            0.066064,           0.0073615,            0.033727,           0.0018183,           0.0018183,           0.0018183
                 163,            0.071774,           0.0091183,            0.032881,             0.52026,             0.50405,              0.5252,             0.37245,            0.066054,           0.0073534,            0.033702,           0.0017781,           0.0017781,           0.0017781
                 164,            0.071629,           0.0090131,            0.032618,             0.49302,              0.5228,             0.52615,             0.37283,            0.066051,           0.0073266,            0.033678,           0.0017389,           0.0017389,           0.0017389
                 165,            0.072177,           0.0090562,            0.032386,             0.48493,             0.53336,             0.52533,             0.37218,            0.066043,           0.0073367,            0.033657,           0.0017005,           0.0017005,           0.0017005
                 166,            0.072175,           0.0090049,            0.032688,             0.48549,             0.53336,             0.52612,             0.37232,            0.066036,            0.007366,            0.033637,           0.0016631,           0.0016631,           0.0016631
                 167,            0.072046,           0.0090486,            0.032602,             0.48667,             0.53439,             0.52708,              0.3725,            0.066024,           0.0073405,            0.033615,           0.0016267,           0.0016267,           0.0016267
                 168,            0.071752,           0.0090311,            0.032204,             0.49138,             0.53231,             0.52732,             0.37307,            0.066013,           0.0073345,            0.033594,           0.0015912,           0.0015912,           0.0015912
                 169,            0.071477,           0.0090195,            0.032158,             0.49322,             0.52975,             0.52805,             0.37338,             0.06601,           0.0073538,            0.033573,           0.0015566,           0.0015566,           0.0015566
                 170,             0.07135,           0.0089767,            0.032085,             0.49456,             0.52966,             0.52853,             0.37388,            0.065997,           0.0073423,            0.033551,           0.0015231,           0.0015231,           0.0015231
                 171,            0.071941,           0.0089732,            0.032334,             0.49929,             0.52718,             0.52892,             0.37388,            0.065985,           0.0073144,             0.03353,           0.0014905,           0.0014905,           0.0014905
                 172,             0.07161,           0.0089889,            0.032044,             0.48771,             0.53875,              0.5299,             0.37412,            0.065978,           0.0073293,            0.033508,           0.0014589,           0.0014589,           0.0014589
                 173,            0.072048,           0.0090424,            0.031972,             0.49348,             0.53389,             0.53038,             0.37501,            0.065978,           0.0073437,            0.033484,           0.0014283,           0.0014283,           0.0014283
                 174,            0.071447,           0.0089322,            0.031763,             0.49397,             0.53488,             0.52973,             0.37488,            0.065975,           0.0073264,            0.033464,           0.0013987,           0.0013987,           0.0013987
                 175,             0.07143,           0.0089507,            0.031688,              0.4969,             0.53315,             0.53049,             0.37511,            0.065965,           0.0073224,            0.033441,           0.0013701,           0.0013701,           0.0013701
                 176,            0.070628,            0.008815,            0.031587,             0.49961,             0.53094,             0.53069,             0.37505,            0.065951,           0.0073209,            0.033419,           0.0013425,           0.0013425,           0.0013425
                 177,            0.071789,           0.0089651,            0.031777,             0.49938,              0.5329,             0.53155,             0.37604,            0.065942,            0.007301,            0.033399,            0.001316,            0.001316,            0.001316
                 178,            0.071401,           0.0088195,            0.031521,             0.50003,             0.53194,              0.5319,             0.37599,            0.065938,            0.007311,            0.033379,           0.0012905,           0.0012905,           0.0012905
                 179,            0.071352,           0.0090156,            0.031209,             0.58149,              0.4882,             0.53281,             0.37653,            0.065934,           0.0073008,             0.03336,            0.001266,            0.001266,            0.001266
                 180,            0.071324,           0.0090104,            0.031677,             0.50993,             0.52407,              0.5329,             0.37642,            0.065931,            0.007322,             0.03334,           0.0012426,           0.0012426,           0.0012426
                 181,            0.071412,           0.0090404,            0.031569,             0.48936,             0.54508,             0.53366,             0.37717,            0.065926,            0.007331,            0.033319,           0.0012202,           0.0012202,           0.0012202
                 182,            0.071613,           0.0091296,            0.031343,             0.51396,             0.52408,             0.53351,              0.3773,            0.065921,           0.0073186,            0.033301,           0.0011989,           0.0011989,           0.0011989
                 183,            0.070741,           0.0090431,            0.031393,             0.51499,              0.5265,             0.53441,             0.37748,            0.065916,           0.0073339,            0.033282,           0.0011787,           0.0011787,           0.0011787
                 184,            0.070971,           0.0091005,            0.031241,             0.51514,             0.52818,             0.53492,             0.37848,            0.065908,           0.0073141,             0.03326,           0.0011595,           0.0011595,           0.0011595
                 185,            0.071096,           0.0088681,            0.031114,             0.51453,             0.52879,             0.53576,             0.37832,              0.0659,           0.0073196,            0.033239,           0.0011414,           0.0011414,           0.0011414
                 186,            0.071244,           0.0089173,            0.030913,             0.51551,             0.52866,             0.53619,             0.37874,            0.065899,           0.0073089,            0.033218,           0.0011243,           0.0011243,           0.0011243
                 187,            0.070886,           0.0088724,            0.030679,             0.51271,             0.53299,             0.53757,             0.37902,            0.065899,           0.0072812,            0.033196,           0.0011084,           0.0011084,           0.0011084
                 188,            0.072193,           0.0089661,            0.030964,             0.51663,             0.53439,             0.53809,             0.37931,              0.0659,           0.0072998,            0.033175,           0.0010935,           0.0010935,           0.0010935
                 189,            0.070889,           0.0089728,            0.030424,             0.51844,              0.5329,             0.53859,             0.37963,            0.065897,           0.0073227,            0.033156,           0.0010797,           0.0010797,           0.0010797
                 190,            0.070566,           0.0088612,            0.030487,             0.51698,             0.53488,             0.53927,             0.38049,            0.065891,           0.0073081,            0.033137,            0.001067,            0.001067,            0.001067
                 191,            0.071968,           0.0090674,            0.030944,             0.51631,             0.53957,             0.53976,             0.38064,            0.065883,           0.0073208,            0.033118,           0.0010554,           0.0010554,           0.0010554
                 192,            0.070737,           0.0088487,              0.0305,             0.51826,             0.53916,             0.54004,             0.38073,            0.065877,           0.0072706,            0.033097,           0.0010449,           0.0010449,           0.0010449
                 193,            0.070425,           0.0087507,            0.031125,             0.52005,             0.53843,             0.54113,              0.3814,            0.065871,           0.0072982,             0.03308,           0.0010355,           0.0010355,           0.0010355
                 194,            0.070903,           0.0088512,            0.030528,             0.52236,             0.53804,             0.54113,             0.38136,            0.065862,            0.007302,            0.033062,           0.0010272,           0.0010272,           0.0010272
                 195,            0.071369,           0.0087374,            0.030832,             0.52261,             0.53724,             0.54151,             0.38186,            0.065851,           0.0072931,            0.033043,             0.00102,             0.00102,             0.00102
                 196,            0.070882,           0.0089534,            0.030408,             0.52039,             0.53857,             0.54255,             0.38241,            0.065849,           0.0072959,            0.033027,           0.0010139,           0.0010139,           0.0010139
                 197,            0.070631,           0.0087903,            0.030038,             0.52106,             0.53842,             0.54281,              0.3828,            0.065852,            0.007317,            0.033008,           0.0010089,           0.0010089,           0.0010089
                 198,            0.070568,           0.0087887,            0.030321,             0.51952,             0.53948,             0.54332,             0.38321,            0.065848,           0.0072994,            0.032989,            0.001005,            0.001005,            0.001005
                 199,            0.070729,           0.0088799,            0.030104,             0.51962,             0.53991,             0.54444,             0.38357,            0.065845,           0.0072778,             0.03297,           0.0010022,           0.0010022,           0.0010022
